staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,16
清掃員B,19
清掃員C,14
清掃員D,11
売店従業員A,21
売店従業員B,20
売店従業員C,19
霊柩運送員A,20
霊柩運送員B,20
霊柩運送員C,20
パート長A,7
パート長B,7
パート長C,7
パート長D,5
パート短A,8
パート短B,12
パート短C,13
パート短D,14
N1,1
N2,1
N3,2
N4,3
N5,0
N6,1
N7,2
N8,1
N9,3
N10,2
N11,1
N12,4
N13,4
N14,4
N15,1
N16,4
N17,4
N18,1
N19,4
N20,3
