staff,total_workdays
統括A,7
副統括A,7
火葬員A,7
火葬員B,7
火葬員C,7
火葬員D,7
火葬員E,7
火葬員F,7
清掃員A,7
清掃員B,7
清掃員C,7
清掃員D,7
売店従業員A,7
売店従業員B,7
売店従業員C,7
霊柩運送員A,7
霊柩運送員B,7
霊柩運送員C,7
剣士A,6
剣士B,6
剣士C,6
剣士D,6
海賊王A,6
パート長A,20
パート長B,18
パート長C,21
パート長D,21
パート短A,21
パート短B,21
パート短C,21
パート短D,20
N1,11
N2,10
N3,7
N4,4
N5,7
N6,12
N7,9
N8,7
N9,11
N10,14
N11,8
N12,12
N13,9
N14,6
N15,9
N16,8
N17,12
N18,14
N19,7
N20,9
