staff,total_workdays
統括A,7
副統括A,7
火葬員A,7
火葬員B,7
火葬員C,7
火葬員D,7
火葬員E,7
火葬員F,7
清掃員A,7
清掃員B,7
清掃員C,7
清掃員D,7
売店従業員A,7
売店従業員B,7
売店従業員C,7
霊柩運送員A,7
霊柩運送員B,7
霊柩運送員C,7
剣士A,6
剣士B,6
剣士C,6
剣士D,6
海賊王A,7
パート長A,21
パート長B,22
パート長C,22
パート長D,19
パート短A,20
パート短B,21
パート短C,22
パート短D,22
N1,8
N2,9
N3,9
N4,12
N5,8
N6,13
N7,11
N8,13
N9,11
N10,5
N11,6
N12,10
N13,3
N14,10
N15,11
N16,7
N17,12
N18,10
N19,14
N20,13
