staff,total_workdays
統括A,7
副統括A,7
火葬員A,7
火葬員B,7
火葬員C,7
火葬員D,7
火葬員E,7
火葬員F,7
清掃員A,7
清掃員B,7
清掃員C,7
清掃員D,7
売店従業員A,7
売店従業員B,7
売店従業員C,7
霊柩運送員A,7
霊柩運送員B,7
霊柩運送員C,7
剣士A,6
剣士B,6
剣士C,6
剣士D,6
海賊王A,7
パート長A,21
パート長B,20
パート長C,20
パート長D,21
パート短A,20
パート短B,23
パート短C,23
パート短D,22
N1,20
N2,19
N3,17
N4,13
N5,10
N6,7
N7,14
N8,22
N9,8
N10,5
N11,3
N12,2
N13,5
N14,7
N15,5
N16,6
N17,10
N18,5
N19,7
N20,10
