staff,total_workdays
統括A,7
副統括A,7
火葬員A,7
火葬員B,7
火葬員C,7
火葬員D,7
火葬員E,7
火葬員F,7
清掃員A,7
清掃員B,7
清掃員C,7
清掃員D,7
売店従業員A,7
売店従業員B,7
売店従業員C,7
霊柩運送員A,7
霊柩運送員B,7
霊柩運送員C,7
剣士A,6
剣士B,6
剣士C,6
剣士D,6
海賊王A,7
パート長A,21
パート長B,21
パート長C,22
パート長D,21
パート短A,21
パート短B,22
パート短C,22
パート短D,21
N1,21
N2,16
N3,16
N4,14
N5,14
N6,11
N7,21
N8,17
N9,8
N10,9
N11,3
N12,5
N13,3
N14,4
N15,4
N16,4
N17,6
N18,6
N19,6
N20,7
