staff,total_workdays
統括A,6
副統括A,6
火葬員A,6
火葬員B,6
火葬員C,6
火葬員D,6
火葬員E,6
火葬員F,6
清掃員A,6
清掃員B,6
清掃員C,6
清掃員D,6
売店従業員A,6
売店従業員B,6
売店従業員C,6
霊柩運送員A,6
霊柩運送員B,6
霊柩運送員C,6
剣士A,6
剣士B,5
剣士C,6
剣士D,6
海賊王A,6
パート長A,21
パート長B,20
パート長C,20
パート長D,20
パート短A,19
パート短B,20
パート短C,21
パート短D,21
N1,7
N2,9
N3,12
N4,10
N5,13
N6,13
N7,12
N8,6
N9,9
N10,9
N11,12
N12,9
N13,8
N14,8
N15,6
N16,6
N17,11
N18,10
N19,9
N20,10
