staff,total_workdays
統括A,7
副統括A,7
火葬員A,7
火葬員B,7
火葬員C,7
火葬員D,7
火葬員E,7
火葬員F,7
清掃員A,7
清掃員B,7
清掃員C,7
清掃員D,7
売店従業員A,7
売店従業員B,7
売店従業員C,7
霊柩運送員A,7
霊柩運送員B,7
霊柩運送員C,7
剣士A,6
剣士B,6
剣士C,6
剣士D,6
海賊王A,7
パート長A,21
パート長B,21
パート長C,21
パート長D,21
パート短A,20
パート短B,22
パート短C,21
パート短D,22
N1,20
N2,15
N3,18
N4,13
N5,11
N6,9
N7,9
N8,23
N9,4
N10,7
N11,7
N12,7
N13,9
N14,6
N15,6
N16,4
N17,3
N18,10
N19,6
N20,8
