staff,total_workdays
統括A,21
副統括A,21
火葬員A,21
火葬員B,21
火葬員C,21
火葬員D,21
火葬員E,21
火葬員F,21
清掃員A,14
清掃員B,14
清掃員C,16
清掃員D,14
売店従業員A,20
売店従業員B,19
売店従業員C,19
霊柩運送員A,18
霊柩運送員B,19
霊柩運送員C,21
パート長A,9
パート長B,6
パート長C,12
パート長D,13
パート短A,7
パート短B,6
パート短C,9
パート短D,10
N1,3
N2,2
N3,0
N4,2
N5,3
N6,4
N7,0
N8,1
N9,0
N10,3
N11,3
N12,1
N13,2
N14,1
N15,2
N16,2
N17,4
N18,0
N19,7
N20,5
