staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,18
清掃員B,16
清掃員C,13
清掃員D,13
売店従業員A,20
売店従業員B,20
売店従業員C,20
霊柩運送員A,21
霊柩運送員B,20
霊柩運送員C,19
パート長A,9
パート長B,14
パート長C,9
パート長D,8
パート短A,8
パート短B,7
パート短C,5
パート短D,13
N1,0
N2,3
N3,9
N4,15
N5,5
N6,3
N7,1
N8,0
N9,2
N10,0
N11,1
N12,1
N13,0
N14,0
N15,1
N16,1
N17,1
N18,1
N19,1
N20,1
