staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,17
清掃員B,21
清掃員C,13
清掃員D,11
売店従業員A,20
売店従業員B,21
売店従業員C,21
霊柩運送員A,21
霊柩運送員B,20
霊柩運送員C,21
パート長A,7
パート長B,7
パート長C,7
パート長D,8
パート短A,9
パート短B,14
パート短C,11
パート短D,10
N1,0
N2,0
N3,0
N4,0
N5,12
N6,10
N7,4
N8,0
N9,2
N10,1
N11,2
N12,0
N13,4
N14,3
N15,2
N16,1
N17,1
N18,3
N19,1
N20,1
