staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,15
清掃員B,14
清掃員C,17
清掃員D,16
売店従業員A,20
売店従業員B,21
売店従業員C,21
霊柩運送員A,20
霊柩運送員B,21
霊柩運送員C,21
パート長A,7
パート長B,9
パート長C,8
パート長D,11
パート短A,12
パート短B,11
パート短C,7
パート短D,9
N1,0
N2,2
N3,1
N4,5
N5,1
N6,0
N7,2
N8,2
N9,0
N10,2
N11,0
N12,1
N13,4
N14,1
N15,3
N16,5
N17,3
N18,4
N19,3
N20,8
