staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,11
清掃員B,17
清掃員C,16
清掃員D,16
売店従業員A,19
売店従業員B,20
売店従業員C,21
霊柩運送員A,19
霊柩運送員B,21
霊柩運送員C,20
パート長A,10
パート長B,8
パート長C,7
パート長D,8
パート短A,8
パート短B,9
パート短C,11
パート短D,12
N1,0
N2,0
N3,2
N4,3
N5,1
N6,2
N7,3
N8,0
N9,4
N10,1
N11,1
N12,3
N13,3
N14,3
N15,2
N16,3
N17,5
N18,2
N19,4
N20,4
