staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,15
清掃員B,16
清掃員C,14
清掃員D,17
売店従業員A,21
売店従業員B,21
売店従業員C,20
霊柩運送員A,21
霊柩運送員B,21
霊柩運送員C,20
パート長A,6
パート長B,10
パート長C,6
パート長D,7
パート短A,8
パート短B,13
パート短C,13
パート短D,12
N1,0
N2,0
N3,0
N4,0
N5,1
N6,11
N7,12
N8,4
N9,6
N10,3
N11,1
N12,0
N13,0
N14,3
N15,1
N16,0
N17,0
N18,0
N19,3
N20,2
