staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,18
清掃員B,16
清掃員C,13
清掃員D,13
売店従業員A,20
売店従業員B,20
売店従業員C,20
霊柩運送員A,21
霊柩運送員B,19
霊柩運送員C,20
パート長A,11
パート長B,9
パート長C,7
パート長D,8
パート短A,10
パート短B,8
パート短C,5
パート短D,15
N1,0
N2,0
N3,0
N4,0
N5,1
N6,0
N7,0
N8,7
N9,18
N10,6
N11,1
N12,6
N13,1
N14,1
N15,0
N16,1
N17,0
N18,1
N19,1
N20,2
