staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,14
清掃員B,15
清掃員C,16
清掃員D,17
売店従業員A,21
売店従業員B,20
売店従業員C,21
霊柩運送員A,21
霊柩運送員B,22
霊柩運送員C,19
パート長A,8
パート長B,11
パート長C,11
パート長D,14
パート短A,13
パート短B,6
パート短C,5
パート短D,7
N1,1
N2,4
N3,1
N4,5
N5,0
N6,1
N7,1
N8,0
N9,0
N10,1
N11,6
N12,0
N13,2
N14,1
N15,5
N16,2
N17,3
N18,3
N19,3
N20,8
