staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,12
清掃員B,19
清掃員C,14
清掃員D,15
売店従業員A,21
売店従業員B,20
売店従業員C,19
霊柩運送員A,20
霊柩運送員B,20
霊柩運送員C,20
剣士A,4
剣士B,2
剣士C,1
剣士D,1
海賊王A,22
パート長A,8
パート長B,12
パート長C,12
パート長D,9
パート短A,5
パート短B,7
パート短C,11
パート短D,9
N1,3
N2,3
N3,2
N4,1
N5,2
N6,2
N7,2
N8,0
N9,2
N10,2
N11,3
N12,1
N13,1
N14,3
N15,4
N16,2
N17,3
N18,3
N19,3
N20,4
