staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,16
清掃員B,16
清掃員C,17
清掃員D,13
売店従業員A,21
売店従業員B,20
売店従業員C,21
霊柩運送員A,21
霊柩運送員B,21
霊柩運送員C,20
剣士A,3
剣士B,1
剣士C,3
剣士D,1
海賊王A,23
パート長A,8
パート長B,7
パート長C,9
パート長D,9
パート短A,15
パート短B,10
パート短C,8
パート短D,7
N1,0
N2,1
N3,2
N4,4
N5,2
N6,3
N7,6
N8,1
N9,2
N10,4
N11,1
N12,1
N13,3
N14,2
N15,3
N16,3
N17,2
N18,1
N19,2
N20,4
