staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,17
清掃員B,12
清掃員C,13
清掃員D,20
売店従業員A,20
売店従業員B,21
売店従業員C,21
霊柩運送員A,21
霊柩運送員B,19
霊柩運送員C,22
剣士A,2
剣士B,2
剣士C,3
剣士D,1
海賊王A,23
パート長A,12
パート長B,9
パート長C,10
パート長D,8
パート短A,6
パート短B,7
パート短C,10
パート短D,12
N1,3
N2,2
N3,0
N4,2
N5,3
N6,1
N7,2
N8,2
N9,2
N10,0
N11,2
N12,2
N13,5
N14,3
N15,1
N16,3
N17,7
N18,3
N19,0
N20,4
