staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,21
清掃員B,20
清掃員C,14
清掃員D,7
売店従業員A,21
売店従業員B,21
売店従業員C,20
霊柩運送員A,20
霊柩運送員B,22
霊柩運送員C,20
パート長A,10
パート長B,9
パート長C,9
パート長D,8
パート短A,8
パート短B,7
パート短C,7
パート短D,16
N1,1
N2,0
N3,0
N4,0
N5,1
N6,0
N7,2
N8,16
N9,7
N10,3
N11,4
N12,1
N13,3
N14,1
N15,0
N16,0
N17,0
N18,1
N19,5
N20,2
