staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,19
清掃員B,18
清掃員C,14
清掃員D,9
売店従業員A,20
売店従業員B,20
売店従業員C,20
霊柩運送員A,21
霊柩運送員B,19
霊柩運送員C,20
パート長A,8
パート長B,14
パート長C,8
パート長D,8
パート短A,11
パート短B,6
パート短C,6
パート短D,12
N1,1
N2,0
N3,0
N4,0
N5,1
N6,3
N7,12
N8,13
N9,4
N10,0
N11,3
N12,1
N13,1
N14,0
N15,1
N16,0
N17,0
N18,1
N19,1
N20,4
