staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,14
清掃員B,17
清掃員C,14
清掃員D,17
売店従業員A,21
売店従業員B,21
売店従業員C,20
霊柩運送員A,21
霊柩運送員B,21
霊柩運送員C,20
パート長A,10
パート長B,10
パート長C,7
パート長D,7
パート短A,8
パート短B,12
パート短C,9
パート短D,12
N1,0
N2,0
N3,0
N4,2
N5,11
N6,13
N7,1
N8,8
N9,2
N10,1
N11,0
N12,0
N13,0
N14,1
N15,0
N16,2
N17,1
N18,2
N19,2
N20,1
