staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,20
清掃員B,16
清掃員C,11
清掃員D,15
売店従業員A,22
売店従業員B,20
売店従業員C,20
霊柩運送員A,21
霊柩運送員B,21
霊柩運送員C,20
パート長A,12
パート長B,8
パート長C,9
パート長D,8
パート短A,8
パート短B,10
パート短C,10
パート短D,10
狙撃手A,0
N1,1
N2,0
N3,0
N4,0
N5,0
N6,6
N7,18
N8,6
N9,3
N10,2
N11,3
N12,2
N13,0
N14,1
N15,0
N16,1
N17,1
N18,1
N19,0
N20,2
