staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,10
清掃員B,14
清掃員C,17
清掃員D,21
売店従業員A,19
売店従業員B,22
売店従業員C,21
霊柩運送員A,22
霊柩運送員B,20
霊柩運送員C,20
パート長A,8
パート長B,15
パート長C,6
パート長D,8
パート短A,10
パート短B,11
パート短C,6
パート短D,9
狙撃手A,0
N1,0
N2,0
N3,4
N4,1
N5,3
N6,1
N7,1
N8,2
N9,2
N10,3
N11,5
N12,1
N13,4
N14,2
N15,2
N16,1
N17,1
N18,3
N19,5
N20,6
