staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,20
清掃員B,14
清掃員C,15
清掃員D,11
売店従業員A,20
売店従業員B,19
売店従業員C,21
霊柩運送員A,21
霊柩運送員B,20
霊柩運送員C,19
パート長A,11
パート長B,12
パート長C,11
パート長D,6
パート短A,12
パート短B,7
パート短C,9
パート短D,6
狙撃手A,0
N1,0
N2,1
N3,0
N4,3
N5,1
N6,1
N7,2
N8,2
N9,0
N10,4
N11,2
N12,3
N13,4
N14,3
N15,4
N16,4
N17,2
N18,1
N19,7
N20,2
