staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,10
清掃員B,10
清掃員C,22
清掃員D,20
売店従業員A,21
売店従業員B,21
売店従業員C,20
霊柩運送員A,21
霊柩運送員B,21
霊柩運送員C,20
パート長A,19
パート長B,8
パート長C,6
パート長D,8
パート短A,8
パート短B,9
パート短C,7
パート短D,8
狙撃手A,0
N1,0
N2,0
N3,3
N4,4
N5,14
N6,7
N7,0
N8,0
N9,2
N10,0
N11,0
N12,2
N13,6
N14,3
N15,0
N16,0
N17,0
N18,2
N19,2
N20,2
