staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,13
清掃員B,13
清掃員C,19
清掃員D,17
売店従業員A,21
売店従業員B,21
売店従業員C,20
霊柩運送員A,23
霊柩運送員B,20
霊柩運送員C,19
剣士A,5
剣士B,0
剣士C,2
剣士D,1
海賊王A,23
パート長A,8
パート長B,10
パート長C,9
パート長D,9
パート短A,5
パート短B,10
パート短C,7
パート短D,15
N1,1
N2,1
N3,2
N4,4
N5,2
N6,2
N7,5
N8,1
N9,2
N10,3
N11,2
N12,1
N13,3
N14,2
N15,2
N16,2
N17,4
N18,4
N19,2
N20,2
