staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,15
清掃員B,20
清掃員C,12
清掃員D,13
売店従業員A,20
売店従業員B,20
売店従業員C,20
霊柩運送員A,19
霊柩運送員B,20
霊柩運送員C,21
剣士A,1
剣士B,1
剣士C,4
剣士D,2
海賊王A,22
パート長A,6
パート長B,7
パート長C,7
パート長D,8
パート短A,9
パート短B,10
パート短C,15
パート短D,11
N1,0
N2,0
N3,1
N4,1
N5,5
N6,14
N7,10
N8,4
N9,1
N10,2
N11,0
N12,0
N13,2
N14,0
N15,0
N16,2
N17,1
N18,0
N19,1
N20,2
