staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,15
清掃員B,16
清掃員C,14
清掃員D,17
売店従業員A,19
売店従業員B,20
売店従業員C,23
霊柩運送員A,21
霊柩運送員B,20
霊柩運送員C,21
剣士A,0
剣士B,1
剣士C,5
剣士D,2
海賊王A,23
パート長A,13
パート長B,7
パート長C,7
パート長D,9
パート短A,8
パート短B,13
パート短C,10
パート短D,6
N1,1
N2,1
N3,0
N4,1
N5,0
N6,4
N7,14
N8,9
N9,6
N10,4
N11,2
N12,0
N13,1
N14,0
N15,0
N16,2
N17,0
N18,0
N19,1
N20,1
