staff,total_workdays
統括A,21
副統括A,21
火葬員A,21
火葬員B,21
火葬員C,21
火葬員D,21
火葬員E,21
火葬員F,21
清掃員A,16
清掃員B,17
清掃員C,15
清掃員D,10
売店従業員A,19
売店従業員B,19
売店従業員C,20
霊柩運送員A,19
霊柩運送員B,20
霊柩運送員C,19
剣士A,1
剣士B,4
剣士C,1
剣士D,2
海賊王A,21
パート長A,5
パート長B,12
パート長C,8
パート長D,8
パート短A,7
パート短B,8
パート短C,14
パート短D,10
N1,2
N2,1
N3,0
N4,5
N5,0
N6,1
N7,2
N8,1
N9,1
N10,4
N11,4
N12,1
N13,2
N14,3
N15,1
N16,0
N17,6
N18,4
N19,4
N20,3
