staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,12
清掃員B,17
清掃員C,15
清掃員D,18
売店従業員A,20
売店従業員B,21
売店従業員C,21
霊柩運送員A,18
霊柩運送員B,22
霊柩運送員C,22
剣士A,2
剣士B,2
剣士C,2
剣士D,2
海賊王A,23
パート長A,11
パート長B,9
パート長C,8
パート長D,10
パート短A,10
パート短B,10
パート短C,5
パート短D,11
N1,1
N2,2
N3,1
N4,2
N5,2
N6,0
N7,2
N8,2
N9,2
N10,2
N11,2
N12,0
N13,4
N14,3
N15,2
N16,4
N17,7
N18,2
N19,2
N20,5
