staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,14
清掃員B,15
清掃員C,16
清掃員D,17
売店従業員A,20
売店従業員B,21
売店従業員C,21
霊柩運送員A,19
霊柩運送員B,22
霊柩運送員C,21
パート長A,11
パート長B,6
パート長C,11
パート長D,10
パート短A,11
パート短B,5
パート短C,8
パート短D,13
N1,2
N2,2
N3,1
N4,4
N5,1
N6,2
N7,0
N8,0
N9,0
N10,1
N11,5
N12,0
N13,1
N14,1
N15,5
N16,2
N17,3
N18,3
N19,3
N20,11
