staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,21
清掃員B,15
清掃員C,16
清掃員D,10
売店従業員A,20
売店従業員B,20
売店従業員C,22
霊柩運送員A,21
霊柩運送員B,20
霊柩運送員C,21
パート長A,10
パート長B,10
パート長C,9
パート長D,9
パート短A,9
パート短B,8
パート短C,12
パート短D,7
狙撃手A,0
N1,2
N2,1
N3,4
N4,3
N5,2
N6,1
N7,1
N8,2
N9,2
N10,3
N11,1
N12,2
N13,0
N14,4
N15,4
N16,0
N17,2
N18,3
N19,4
N20,6
