staff,total_workdays
統括A,21
副統括A,21
火葬員A,21
火葬員B,21
火葬員C,21
火葬員D,21
火葬員E,21
火葬員F,21
清掃員A,17
清掃員B,21
清掃員C,10
清掃員D,10
売店従業員A,20
売店従業員B,20
売店従業員C,18
霊柩運送員A,18
霊柩運送員B,20
霊柩運送員C,20
パート長A,4
パート長B,8
パート長C,7
パート長D,12
パート短A,10
パート短B,12
パート短C,11
パート短D,8
狙撃手A,0
N1,1
N2,1
N3,3
N4,3
N5,1
N6,0
N7,2
N8,3
N9,2
N10,1
N11,2
N12,0
N13,0
N14,3
N15,4
N16,3
N17,3
N18,4
N19,6
N20,3
