staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,10
清掃員B,20
清掃員C,20
清掃員D,10
売店従業員A,20
売店従業員B,20
売店従業員C,20
霊柩運送員A,21
霊柩運送員B,19
霊柩運送員C,20
パート長A,9
パート長B,9
パート長C,11
パート長D,8
パート短A,10
パート短B,8
パート短C,12
パート短D,6
狙撃手A,0
N1,1
N2,2
N3,3
N4,1
N5,4
N6,2
N7,1
N8,1
N9,2
N10,1
N11,3
N12,2
N13,1
N14,4
N15,0
N16,3
N17,3
N18,2
N19,3
N20,7
