staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,14
清掃員B,19
清掃員C,13
清掃員D,14
売店従業員A,21
売店従業員B,18
売店従業員C,21
霊柩運送員A,18
霊柩運送員B,20
霊柩運送員C,22
パート長A,7
パート長B,8
パート長C,10
パート長D,10
パート短A,8
パート短B,10
パート短C,10
パート短D,10
狙撃手A,0
N1,2
N2,3
N3,5
N4,2
N5,0
N6,3
N7,1
N8,0
N9,2
N10,0
N11,4
N12,3
N13,5
N14,3
N15,2
N16,2
N17,0
N18,1
N19,1
N20,7
