staff,total_workdays
統括A,8
統括B,1
統括C,3
統括D,1
統括E,4
統括F,14
副統括A,2
副統括B,9
副統括C,3
副統括D,13
副統括E,4
副統括F,0
火葬員A,29
火葬員B,29
火葬員C,29
火葬員D,29
火葬員E,29
火葬員F,29
清掃員A,11
清掃員B,9
清掃員C,20
清掃員D,18
清掃員E,3
清掃員F,1
売店従業員A,6
売店従業員B,2
売店従業員C,23
売店従業員D,17
売店従業員E,14
霊柩運送員A,6
霊柩運送員B,2
霊柩運送員C,27
霊柩運送員D,20
霊柩運送員E,7
パート長A,22
パート長B,0
パート長C,0
パート長D,0
パート長E,0
パート長F,2
パート短A,3
パート短B,2
パート短C,2
パート短D,2
パート短E,3
パート短F,1
N1,1
N2,0
N3,0
N4,0
N5,0
N6,0
N7,0
N8,0
N9,0
N10,0
N11,0
N12,11
N13,9
N14,5
N15,2
N16,1
N17,2
N18,0
N19,0
N20,0
