staff,total_workdays
統括A,7
統括B,1
統括C,0
統括D,4
統括E,4
統括F,15
副統括A,5
副統括B,6
副統括C,6
副統括D,14
副統括E,0
副統括F,0
火葬員A,29
火葬員B,29
火葬員C,29
火葬員D,29
火葬員E,29
火葬員F,29
清掃員A,2
清掃員B,4
清掃員C,17
清掃員D,16
清掃員E,11
清掃員F,12
売店従業員A,5
売店従業員B,6
売店従業員C,22
売店従業員D,24
売店従業員E,5
霊柩運送員A,11
霊柩運送員B,28
霊柩運送員C,20
霊柩運送員D,2
霊柩運送員E,1
パート長A,19
パート長B,1
パート長C,2
パート長D,1
パート長E,1
パート長F,2
パート短A,4
パート短B,1
パート短C,3
パート短D,2
パート短E,2
パート短F,0
N1,1
N2,0
N3,0
N4,0
N5,0
N6,9
N7,13
N8,4
N9,1
N10,0
N11,1
N12,0
N13,0
N14,0
N15,0
N16,1
N17,0
N18,0
N19,0
N20,1
