staff,total_workdays
統括A,7
統括B,1
統括C,0
統括D,9
統括E,9
統括F,4
副統括A,3
副統括B,10
副統括C,13
副統括D,2
副統括E,1
副統括F,1
火葬員A,28
火葬員B,28
火葬員C,28
火葬員D,28
火葬員E,28
火葬員F,28
清掃員A,27
清掃員B,18
清掃員C,4
清掃員D,0
清掃員E,0
清掃員F,11
売店従業員A,27
売店従業員B,23
売店従業員C,10
売店従業員D,0
売店従業員E,0
霊柩運送員A,27
霊柩運送員B,23
霊柩運送員C,10
霊柩運送員D,0
霊柩運送員E,0
パート長A,19
パート長B,1
パート長C,1
パート長D,1
パート長E,5
パート長F,2
パート短A,0
パート短B,1
パート短C,1
パート短D,1
パート短E,4
パート短F,1
N1,0
N2,0
N3,0
N4,0
N5,0
N6,0
N7,0
N8,0
N9,5
N10,2
N11,9
N12,3
N13,6
N14,4
N15,0
N16,0
N17,0
N18,0
N19,0
N20,1
