staff,total_workdays
統括A,7
統括B,1
統括C,0
統括D,0
統括E,15
統括F,7
副統括A,6
副統括B,10
副統括C,14
副統括D,0
副統括E,0
副統括F,0
火葬員A,28
火葬員B,28
火葬員C,28
火葬員D,28
火葬員E,28
火葬員F,28
清掃員A,8
清掃員B,8
清掃員C,22
清掃員D,18
清掃員E,3
清掃員F,1
売店従業員A,9
売店従業員B,9
売店従業員C,20
売店従業員D,19
売店従業員E,3
霊柩運送員A,9
霊柩運送員B,9
霊柩運送員C,20
霊柩運送員D,19
霊柩運送員E,3
パート長A,8
パート長B,2
パート長C,1
パート長D,6
パート長E,2
パート長F,11
パート短A,4
パート短B,1
パート短C,1
パート短D,0
パート短E,0
パート短F,1
N1,4
N2,4
N3,5
N4,0
N5,1
N6,1
N7,4
N8,2
N9,1
N10,1
N11,1
N12,0
N13,3
N14,1
N15,0
N16,1
N17,0
N18,0
N19,1
N20,0
