staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,14
清掃員B,15
清掃員C,16
清掃員D,17
売店従業員A,20
売店従業員B,21
売店従業員C,21
霊柩運送員A,19
霊柩運送員B,22
霊柩運送員C,21
パート長A,9
パート長B,13
パート長C,8
パート長D,8
パート短A,8
パート短B,7
パート短C,10
パート短D,12
N1,2
N2,3
N3,1
N4,5
N5,0
N6,1
N7,1
N8,0
N9,0
N10,1
N11,6
N12,0
N13,1
N14,1
N15,5
N16,3
N17,3
N18,3
N19,3
N20,8
