staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,10
清掃員B,17
清掃員C,17
清掃員D,16
売店従業員A,19
売店従業員B,20
売店従業員C,21
霊柩運送員A,18
霊柩運送員B,21
霊柩運送員C,21
パート長A,8
パート長B,9
パート長C,8
パート長D,7
パート短A,12
パート短B,6
パート短C,9
パート短D,14
N1,2
N2,0
N3,1
N4,3
N5,0
N6,3
N7,1
N8,1
N9,5
N10,2
N11,1
N12,3
N13,1
N14,4
N15,2
N16,4
N17,3
N18,1
N19,6
N20,3
