staff,total_workdays
統括,23
副,15
事務員A,10
事務員B,6
事務員C,5
事務員D,3
火葬業務統括,23
火葬業務副統括,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,16
火葬員F,15
清掃員A,14
清掃員B,17
清掃員C,13
清掃員D,18
霊柩運送員A,19
霊柩運送員B,21
霊柩運送員C,22
売店従業員A,20
売店従業員B,20
売店従業員C,22
パート長A,7
パート長B,8
パート長C,11
パート長D,12
パート短A,7
パート短B,10
パート短C,11
パート短D,6
N1,0
N2,0
N3,0
N4,0
N5,0
N6,0
N7,0
N8,0
N9,0
N10,0
N11,0
N12,0
N13,0
N14,0
N15,0
N16,0
N17,0
N18,0
N19,0
N20,0
