staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,17
清掃員B,20
清掃員C,13
清掃員D,10
売店従業員A,20
売店従業員B,20
売店従業員C,20
霊柩運送員A,20
霊柩運送員B,19
霊柩運送員C,21
剣士A,0
剣士B,0
剣士C,0
剣士D,8
海賊王A,22
パート長A,10
パート長B,6
パート長C,6
パート長D,8
パート短A,8
パート短B,7
パート短C,8
パート短D,20
N1,0
N2,0
N3,0
N4,1
N5,1
N6,1
N7,15
N8,7
N9,2
N10,3
N11,6
N12,4
N13,1
N14,0
N15,0
N16,1
N17,0
N18,1
N19,1
N20,2
