staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,16
清掃員B,17
清掃員C,14
清掃員D,15
売店従業員A,22
売店従業員B,22
売店従業員C,18
霊柩運送員A,20
霊柩運送員B,21
霊柩運送員C,21
剣士A,4
剣士B,0
剣士C,2
剣士D,2
海賊王A,23
パート長A,10
パート長B,6
パート長C,13
パート長D,7
パート短A,11
パート短B,8
パート短C,8
パート短D,10
N1,1
N2,1
N3,1
N4,4
N5,1
N6,2
N7,4
N8,1
N9,2
N10,4
N11,1
N12,1
N13,4
N14,3
N15,3
N16,2
N17,2
N18,1
N19,3
N20,6
