staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,16
清掃員B,16
清掃員C,19
清掃員D,11
売店従業員A,21
売店従業員B,23
売店従業員C,18
霊柩運送員A,21
霊柩運送員B,21
霊柩運送員C,20
パート長A,15
パート長B,6
パート長C,7
パート長D,11
パート短A,8
パート短B,7
パート短C,8
パート短D,12
N1,2
N2,2
N3,1
N4,4
N5,1
N6,1
N7,1
N8,2
N9,0
N10,4
N11,0
N12,2
N13,2
N14,0
N15,2
N16,6
N17,5
N18,4
N19,0
N20,8
