staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,13
清掃員B,16
清掃員C,14
清掃員D,19
売店従業員A,20
売店従業員B,21
売店従業員C,21
霊柩運送員A,20
霊柩運送員B,21
霊柩運送員C,21
パート長A,7
パート長B,11
パート長C,5
パート長D,8
パート短A,9
パート短B,9
パート短C,14
パート短D,12
N1,0
N2,0
N3,0
N4,0
N5,6
N6,17
N7,4
N8,2
N9,3
N10,3
N11,0
N12,1
N13,1
N14,1
N15,0
N16,2
N17,1
N18,0
N19,3
N20,3
