staff,total_workdays
統括A,18
副統括A,19
事務員A,11
事務員B,8
火葬業務統括A,13
火葬業務副統括A,15
火葬員A,12
火葬員B,12
火葬員C,14
火葬員D,17
火葬員E,16
火葬員F,13
清掃員A,11
清掃員B,15
清掃員C,14
清掃員D,16
売店従業員A,18
売店従業員B,18
売店従業員C,20
霊柩運送員A,19
霊柩運送員B,16
霊柩運送員C,21
パート長A,15
パート長B,11
パート長C,15
パート長D,11
パート短A,11
パート短B,15
パート短C,15
パート短D,14
N1,0
N2,0
N3,0
N4,0
N5,0
N6,0
N7,0
N8,0
N9,0
N10,0
N11,0
N12,0
N13,0
N14,0
N15,0
N16,0
N17,0
N18,0
N19,0
N20,0
