staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,17
清掃員B,16
清掃員C,12
清掃員D,15
売店従業員A,21
売店従業員B,21
売店従業員C,18
霊柩運送員A,20
霊柩運送員B,20
霊柩運送員C,20
剣士A,2
剣士B,3
剣士C,0
剣士D,3
海賊王A,22
パート長A,8
パート長B,9
パート長C,11
パート長D,8
パート短A,9
パート短B,11
パート短C,10
パート短D,7
N1,1
N2,3
N3,0
N4,1
N5,2
N6,3
N7,1
N8,0
N9,2
N10,2
N11,2
N12,1
N13,2
N14,4
N15,2
N16,6
N17,0
N18,4
N19,5
N20,5
