staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,13
清掃員B,18
清掃員C,14
清掃員D,15
売店従業員A,19
売店従業員B,20
売店従業員C,21
霊柩運送員A,21
霊柩運送員B,20
霊柩運送員C,19
剣士A,3
剣士B,2
剣士C,2
剣士D,1
海賊王A,22
パート長A,12
パート長B,10
パート長C,9
パート長D,8
パート短A,8
パート短B,10
パート短C,8
パート短D,8
N1,1
N2,3
N3,1
N4,1
N5,2
N6,1
N7,1
N8,1
N9,4
N10,4
N11,2
N12,2
N13,4
N14,3
N15,2
N16,2
N17,0
N18,3
N19,3
N20,6
