staff,total_workdays
統括A,22
副統括A,22
火葬員A,22
火葬員B,22
火葬員C,22
火葬員D,22
火葬員E,22
火葬員F,22
清掃員A,18
清掃員B,19
清掃員C,8
清掃員D,15
売店従業員A,18
売店従業員B,21
売店従業員C,21
霊柩運送員A,19
霊柩運送員B,20
霊柩運送員C,21
剣士A,4
剣士B,0
剣士C,1
剣士D,3
海賊王A,22
パート長A,9
パート長B,9
パート長C,6
パート長D,8
パート短A,8
パート短B,11
パート短C,17
パート短D,5
N1,0
N2,0
N3,1
N4,19
N5,8
N6,3
N7,4
N8,1
N9,0
N10,1
N11,0
N12,0
N13,1
N14,0
N15,0
N16,1
N17,0
N18,0
N19,1
N20,6
