staff,total_workdays
統括A,23
副統括A,23
火葬員A,23
火葬員B,23
火葬員C,23
火葬員D,23
火葬員E,23
火葬員F,23
清掃員A,15
清掃員B,19
清掃員C,18
清掃員D,10
売店従業員A,20
売店従業員B,21
売店従業員C,21
霊柩運送員A,21
霊柩運送員B,19
霊柩運送員C,22
剣士A,0
剣士B,0
剣士C,0
剣士D,8
海賊王A,23
パート長A,12
パート長B,9
パート長C,8
パート長D,8
パート短A,8
パート短B,8
パート短C,8
パート短D,13
N1,2
N2,2
N3,0
N4,1
N5,4
N6,9
N7,2
N8,5
N9,6
N10,9
N11,3
N12,0
N13,1
N14,0
N15,0
N16,1
N17,0
N18,0
N19,1
N20,1
